Site,Date,Month,Year,MonYr,Station,Location,Latitude,Longitude,Time,Depth,Temp,Sal,DO_mg/l,DO,Sampling_Depth,Secchi,Per_Secchi
TB,1/15/2008,1,2008,1/2008,3,Tarpon Key,27.66,-82.68733333,10:23,2.4,16.1,35.7,Z,Z,Surface,2.4,100
TB,1/15/2008,1,2008,1/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:42,1,16.2,36.1,Z,Z,Surface,1,100
TB,2/18/2008,2,2008,2/2008,1,Indian Key,27.69983333,-82.69508333,10:15,1,20.69,31.8,Z,Z,Surface,1,100
TB,2/18/2008,2,2008,2/2008,3,Tarpon Key,27.66,-82.68733333,9:41,1.5,20.12,31.82,Z,Z,Surface,1.5,100
TB,2/18/2008,2,2008,2/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:08,1,20.29,32.52,Z,Z,Surface,1,100
TB,3/18/2008,3,2008,3/2008,1,Indian Key,27.69983333,-82.69508333,10:16,1.6,21.2,32.8,Z,Z,Surface,1.6,100
TB,3/18/2008,3,2008,3/2008,3,Tarpon Key,27.66,-82.68733333,9:42,2.4,20.9,32.4,Z,Z,Surface,2,83.3
TB,3/18/2008,3,2008,3/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:17,1,20.8,34.4,Z,Z,Surface,1,100
TB,4/21/2008,4,2008,4/2008,1,Indian Key,27.69983333,-82.69508333,10:10,1.5,22.59,35.51,Z,Z,Surface,1.25,83.3
TB,4/21/2008,4,2008,4/2008,3,Tarpon Key,27.66,-82.68733333,9:55,2.5,23.27,35.48,Z,Z,Surface,2.25,90
TB,4/21/2008,4,2008,4/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:30,1.25,22.9,36.01,Z,Z,Surface,1.25,100
TB,5/20/2008,5,2008,5/2008,1,Indian Key,27.69983333,-82.69508333,10:49,1.25,26.51,35.73,Z,Z,Surface,0.5,40
TB,5/20/2008,5,2008,5/2008,3,Tarpon Key,27.66,-82.68733333,10:33,2,26.87,35.79,Z,Z,Surface,2,100
TB,5/20/2008,5,2008,5/2008,5,Ft. DeSoto,27.64463333,-82.72221667,10:05,1.5,26.95,36.04,Z,Z,Surface,1,66.7
TB,6/26/2008,6,2008,6/2008,1,Indian Key,27.69983333,-82.69508333,10:30,1,29.07,34.94,Z,Z,Surface,1,100
TB,6/26/2008,6,2008,6/2008,3,Tarpon Key,27.66,-82.68733333,10:12,2.5,28.9,35.2,Z,Z,Surface,1.5,60
TB,6/26/2008,6,2008,6/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:45,0.5,28.6,36.01,Z,Z,Surface,0.5,100
TB,7/23/2008,7,2008,7/2008,1,Indian Key,27.69983333,-82.69508333,10:53,1.5,31,33.7,Z,Z,Surface,0.5,33.3
TB,7/23/2008,7,2008,7/2008,3,Tarpon Key,27.66,-82.68733333,10:28,2.5,30.7,33.4,Z,Z,Surface,1.25,50
TB,7/23/2008,7,2008,7/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:58,1.5,31,34.2,Z,Z,Surface,1.25,83.3
TB,8/25/2008,8,2008,8/2008,1,Indian Key,27.69983333,-82.69508333,13:00,1.5,29.74,34.12,Z,Z,Surface,1.5,100
TB,8/25/2008,8,2008,8/2008,3,Tarpon Key,27.66,-82.68733333,13:38,2.75,29.72,33.34,Z,Z,Surface,2.5,90.9
TB,8/25/2008,8,2008,8/2008,5,Ft. DeSoto,27.64463333,-82.72221667,14:20,0.5,32.11,34.53,Z,Z,Surface,0.5,100
TB,9/22/2008,9,2008,9/2008,1,Indian Key,27.69983333,-82.69508333,10:30,2.2,28.7,33.61,Z,Z,Surface,1.8,81.8
TB,9/22/2008,9,2008,9/2008,3,Tarpon Key,27.66,-82.68733333,10:08,2.8,28.47,32.41,Z,Z,Surface,2,71.4
TB,9/22/2008,9,2008,9/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:42,1.1,28.31,35.04,Z,Z,Surface,1.1,100
TB,10/22/2008,10,2008,10/2008,1,Indian Key,27.69983333,-82.69508333,8:35,2,23.74,33.59,Z,Z,Surface,1.5,75
TB,10/22/2008,10,2008,10/2008,3,Tarpon Key,27.66,-82.68733333,9:38,2.75,23.43,32.99,Z,Z,Surface,2,72.7
TB,10/22/2008,10,2008,10/2008,5,Ft. DeSoto,27.64463333,-82.72221667,10:08,1,23.68,33.81,Z,Z,Surface,1,100
TB,11/19/2008,11,2008,11/2008,1,Indian Key,27.69983333,-82.69508333,10:55,1.2,16.34,33.9,Z,Z,Surface,1.2,100
TB,11/19/2008,11,2008,11/2008,3,Tarpon Key,27.66,-82.68733333,10:33,2,15.15,34.04,Z,Z,Surface,1.75,87.5
TB,11/19/2008,11,2008,11/2008,5,Ft. DeSoto,27.64463333,-82.72221667,9:59,0.5,15.02,34.11,Z,Z,Surface,0.5,100
TB,12/18/2008,12,2008,12/2008,1,Indian Key,27.69983333,-82.69508333,9:19,2.1,19.8,28.1,Z,Z,Surface,1.5,71.4
TB,12/18/2008,12,2008,12/2008,3,Tarpon Key,27.66,-82.68733333,10:06,2.7,19.4,28.3,Z,Z,Surface,2,74.1
TB,12/18/2008,12,2008,12/2008,5,Ft. DeSoto,27.64463333,-82.72221667,10:29,0.9,19.1,28.7,Z,Z,Surface,0.9,100
TB,1/21/2009,1,2009,1/2009,1,Indian Key,27.69983333,-82.69508333,11:13,2,12.9,36.6,Z,Z,Surface,2,100
TB,1/21/2009,1,2009,1/2009,3,Tarpon Key,27.66,-82.68733333,10:54,2.2,12,37,Z,Z,Surface,1.5,68.2
TB,1/21/2009,1,2009,1/2009,5,Ft. DeSoto,27.64463333,-82.72221667,10:09,0.5,14,36.8,Z,Z,Surface,0.25,50
TB,2/18/2009,2,2009,2/2009,1,Indian Key,27.69983333,-82.69508333,9:37,1.4,17.34,33.9,Z,Z,Surface,1.4,100
TB,2/18/2009,2,2009,2/2009,3,Tarpon Key,27.66,-82.68733333,9:12,2.5,17.53,33.99,Z,Z,Surface,2,80
TB,2/18/2009,2,2009,2/2009,5,Ft. DeSoto,27.64463333,-82.72221667,8:40,1,16.31,32.89,Z,Z,Surface,1,100
TB,3/17/2009,3,2009,3/2009,1,Indian Key,27.69983333,-82.69508333,12:00,1,23.5,32.86,Z,Z,Surface,1,100
TB,3/17/2009,3,2009,3/2009,3,Tarpon Key,27.66,-82.68733333,11:11,2.25,23.86,33.02,Z,Z,Surface,1.25,55.6
TB,3/17/2009,3,2009,3/2009,5,Ft. DeSoto,27.64463333,-82.72221667,10:55,0.8,23.16,32.99,Z,Z,Surface,0.8,100
TB,4/20/2009,4,2009,4/2009,1,Indian Key,27.69983333,-82.69508333,11:00,1.4,23.23,33.06,Z,Z,Surface,1.4,100
TB,4/20/2009,4,2009,4/2009,3,Tarpon Key,27.66,-82.68733333,10:45,2.25,22.99,33.28,Z,Z,Surface,1.5,66.7
TB,4/20/2009,4,2009,4/2009,5,Ft. DeSoto,27.64463333,-82.72221667,10:24,1.5,23,33.67,Z,Z,Surface,1.5,100
TB,5/28/2009,5,2009,5/2009,1,Indian Key,27.69983333,-82.69508333,9:25,1,27.38,34.5,Z,Z,Surface,1,100
TB,5/28/2009,5,2009,5/2009,3,Tarpon Key,27.66,-82.68733333,8:54,2.4,28.12,34.85,Z,Z,Surface,2,83.3
TB,5/28/2009,5,2009,5/2009,5,Ft. DeSoto,27.64463333,-82.72221667,8:30,0.9,27.85,35.35,Z,Z,Surface,0.9,100
TB,6/23/2009,6,2009,6/2009,1,Indian Key,27.69983333,-82.69508333,10:31,2.1,30.8,36.1,Z,Z,Surface,2.1,100
TB,6/23/2009,6,2009,6/2009,3,Tarpon Key,27.66,-82.68733333,10:13,2.4,31,36.2,Z,Z,Surface,2,83.3
TB,6/23/2009,6,2009,6/2009,5,Ft. DeSoto,27.64463333,-82.72221667,9:43,1,30.7,36.3,Z,Z,Surface,0.8,80
TB,7/24/2009,7,2009,7/2009,1,Indian Key,27.69983333,-82.69508333,9:30,1.1,31,33.3,Z,Z,Surface,1.1,100
TB,7/24/2009,7,2009,7/2009,3,Tarpon Key,27.66,-82.68733333,9:10,2.3,30.7,33,Z,Z,Surface,2,87
TB,7/24/2009,7,2009,7/2009,5,Ft. DeSoto,27.64463333,-82.72221667,8:47,0.9,30.8,34.3,Z,Z,Surface,0.9,100
TB,8/18/2009,8,2009,8/2009,1,Indian Key,27.69983333,-82.69508333,10:02,1.25,28.86,31.7,Z,Z,Surface,1.25,100
TB,8/18/2009,8,2009,8/2009,3,Tarpon Key,27.66,-82.68733333,9:46,2.5,28.96,32.35,Z,Z,Surface,2,80
TB,8/18/2009,8,2009,8/2009,5,Ft. DeSoto,27.64463333,-82.72221667,9:18,1.5,28.91,34.29,Z,Z,Surface,1.5,100
TB,9/16/2009,9,2009,9/2009,1,Indian Key,27.69983333,-82.69508333,8:18,2,29.2,32.1,Z,Z,Surface,2,100
TB,9/16/2009,9,2009,9/2009,3,Tarpon Key,27.66,-82.68733333,9:48,2.8,29.5,32,Z,Z,Surface,2,71.4
TB,9/16/2009,9,2009,9/2009,5,Ft. DeSoto,27.64463333,-82.72221667,9:25,2,29.3,34.2,Z,Z,Surface,2,100
TB,10/20/2009,10,2009,10/2009,1,Indian Key,27.69983333,-82.69508333,9:53,1.4,21.4,35.2,Z,Z,Surface,1.4,100
TB,10/20/2009,10,2009,10/2009,3,Tarpon Key,27.66,-82.68733333,9:30,2.5,20.2,33.7,Z,Z,Surface,2,80
TB,10/20/2009,10,2009,10/2009,5,Ft. DeSoto,27.64463333,-82.72221667,9:05,0.5,19.4,35.9,Z,Z,Surface,0.5,100
TB,11/19/2009,11,2009,11/2009,1,Indian Key,27.69983333,-82.69508333,11:07,2.6,22,33.1,Z,Z,Surface,2.5,96.2
TB,11/19/2009,11,2009,11/2009,3,Tarpon Key,27.66,-82.68733333,10:25,2.3,21.8,32.2,Z,Z,Surface,2,87
TB,11/19/2009,11,2009,11/2009,5,Ft. DeSoto,27.64463333,-82.72221667,9:49,0.8,21.7,33.2,Z,Z,Surface,0.8,100
TB,12/16/2009,12,2009,12/2009,1,Indian Key,27.69983333,-82.69508333,9:57,1.5,20.2,33.1,Z,Z,Surface,1.5,100
TB,12/16/2009,12,2009,12/2009,3,Tarpon Key,27.66,-82.68733333,9:18,2,21,32.6,Z,Z,Surface,2,100
TB,12/16/2009,12,2009,12/2009,5,Ft. DeSoto,27.64463333,-82.72221667,8:45,0.25,21,33.5,Z,Z,Surface,0.25,100
TB,1/14/2010,1,2010,1/2010,1,Indian,27.69983333,-82.69508333,12:00,1,10.8,32.9,Z,Z,Surface,1,100
TB,1/14/2010,1,2010,1/2010,3,Tarpon,27.66,-82.68733333,11:15,2.25,10.2,32.7,Z,Z,Surface,2,88.9
TB,1/14/2010,1,2010,1/2010,5,DeSoto,27.64463333,-82.72221667,9:55,0.65,10,33,Z,Z,Surface,0.65,100
TB,2/15/2010,2,2010,2/2010,1,Indian,27.69983333,-82.69508333,8:21,1.2,12.1,29.3,Z,Z,Surface,1.2,100
TB,2/15/2010,2,2010,2/2010,3,Tarpon,27.66,-82.68733333,9:39,2.5,11.9,31.7,Z,Z,Surface,2,80
TB,2/15/2010,2,2010,2/2010,5,DeSoto,27.64463333,-82.72221667,10:26,1,11.6,32.7,Z,Z,Surface,1,100
TB,3/15/2010,3,2010,3/2010,1,Indian,27.69983333,-82.69508333,10:50,1.5,17.8,31.1,Z,Z,Surface,1.5,100
TB,3/15/2010,3,2010,3/2010,3,Tarpon,27.66,-82.68733333,10:03,2.4,17.7,31.2,Z,Z,Surface,1,41.7
TB,3/15/2010,3,2010,3/2010,5,DeSoto,27.64463333,-82.72221667,9:01,0.8,17,32,Z,Z,Surface,0.8,100
TB,4/12/2010,4,2010,4/2010,1,Indian,27.69983333,-82.69508333,13:41,1.3,23.7,30.6,Z,Z,Surface,1.2,92.3
TB,4/12/2010,4,2010,4/2010,3,Tarpon,27.66,-82.68733333,18:00,2,24.2,29.4,Z,Z,Surface,1.8,90
TB,4/12/2010,4,2010,4/2010,5,DeSoto,27.64463333,-82.72221667,15:37,1,24,32.2,Z,Z,Surface,1,100
TB,5/12/2010,5,2010,5/2010,1,Indian,27.69983333,-82.69508333,10:40,1.75,26.7,32.1,Z,Z,Surface,1.25,71.4
TB,5/12/2010,5,2010,5/2010,3,Tarpon,27.66,-82.68733333,10:17,3,26.7,32.5,Z,Z,Surface,1,33.3
TB,5/12/2010,5,2010,5/2010,5,DeSoto,27.64463333,-82.72221667,9:56,1.5,26.4,34.2,Z,Z,Surface,1.5,100
TB,6/9/2010,6,2010,6/2010,1,Indian,27.69983333,-82.69508333,10:26,2,29.3,32.9,Z,Z,Surface,1.5,75
TB,6/9/2010,6,2010,6/2010,3,Tarpon,27.66,-82.68733333,10:08,3.25,29.9,33.3,Z,Z,Surface,1.25,38.5
TB,6/9/2010,6,2010,6/2010,5,DeSoto,27.64463333,-82.72221667,9:31,1.5,29.5,34.4,Z,Z,Surface,1.5,100
TB,7/13/2010,7,2010,7/2010,1,Indian,27.69983333,-82.69508333,10:51,2,30.8,32.8,Z,Z,Surface,1.9,95
TB,7/13/2010,7,2010,7/2010,3,Tarpon,27.66,-82.68733333,10:29,2.5,31.1,33.7,Z,Z,Surface,2,80
TB,7/13/2010,7,2010,7/2010,5,DeSoto,27.64463333,-82.72221667,9:59,1,30.7,33.9,Z,Z,Surface,1,100
TB,8/12/2010,8,2010,8/2010,1,Indian,27.69983333,-82.69508333,11:10,1.5,29.2,29.9,Z,Z,Surface,1.25,83.3
TB,8/12/2010,8,2010,8/2010,3,Tarpon,27.66,-82.68733333,10:05,2.75,29.1,30.1,Z,Z,Surface,1.25,45.5
TB,8/12/2010,8,2010,8/2010,5,DeSoto,27.64463333,-82.72221667,10:55,1.25,29.2,31.7,Z,Z,Surface,1.25,100
TB,9/16/2010,9,2010,9/2010,1,Indian,27.69983333,-82.69508333,10:55,1.5,28.5,30.3,Z,Z,Surface,1.25,83.3
TB,9/16/2010,9,2010,9/2010,3,Tarpon,27.66,-82.68733333,10:35,3,28.9,28.5,Z,Z,Surface,1.25,41.7
TB,9/16/2010,9,2010,9/2010,5,DeSoto,27.64463333,-82.72221667,10:05,1.1,28.4,31.5,Z,Z,Surface,1.1,100
TB,10/12/2010,10,2010,10/2010,1,Indian,27.69983333,-82.69508333,11:15,1,25.9,30.9,Z,Z,Surface,1,100
TB,10/12/2010,10,2010,10/2010,3,Tarpon,27.66,-82.68733333,10:15,2.25,25.6,30.4,Z,Z,Surface,1.75,77.8
TB,10/12/2010,10,2010,10/2010,5,DeSoto,27.64463333,-82.72221667,9:55,0.7,25.4,32.3,Z,Z,Surface,0.7,100
TB,11/10/2010,11,2010,11/2010,1,Indian,27.69983333,-82.69508333,11:35,1.25,20.1,33.1,Z,Z,Surface,1.25,100
TB,11/10/2010,11,2010,11/2010,3,Tarpon,27.66,-82.68733333,11:15,2.25,19.3,32.7,Z,Z,Surface,2,88.9
TB,11/10/2010,11,2010,11/2010,5,DeSoto,27.64463333,-82.72221667,10:50,0.75,19,33.3,Z,Z,Surface,0.75,100
TB,12/14/2010,12,2010,12/2010,1,Indian,27.69983333,-82.69508333,11:35,1,10.4,33.2,Z,Z,Surface,1,100
TB,12/14/2010,12,2010,12/2010,3,Tarpon,27.66,-82.68733333,11:00,2,10.1,32.5,Z,Z,Surface,1,50
TB,12/14/2010,12,2010,12/2010,5,DeSoto,27.64463333,-82.72221667,10:15,0.75,9.4,32.8,Z,Z,Surface,0.75,100
TB,1/14/2011,1,2011,1/2011,1,Indian,27.69983333,-82.69508333,10:41,1.2,10.6,32.9,Z,Z,Surface,1.2,100
TB,1/14/2011,1,2011,1/2011,3,Tarpon,27.66,-82.68733333,9:35,2.25,10.5,33.2,Z,Z,Surface,1.5,66.7
TB,1/14/2011,1,2011,1/2011,5,DeSoto,27.64463333,-82.72221667,8:13,1,10.9,31.9,Z,Z,Surface,1,100
TB,2/8/2011,2,2011,2/2011,1,Indian,27.69983333,-82.69508333,10:35,1,16.4,32.2,Z,Z,Surface,1,100
TB,2/8/2011,2,2011,2/2011,3,Tarpon,27.66,-82.68733333,10:20,2,17.3,32.2,Z,Z,Surface,1.5,75
TB,2/8/2011,2,2011,2/2011,5,DeSoto,27.64463333,-82.72221667,9:30,0.25,17,32,Z,Z,Surface,0.25,100
TB,3/17/2011,3,2011,3/2011,1,Indian,27.69983333,-82.69508333,9:18,1,20.6,33.4,Z,Z,Surface,1,100
TB,3/17/2011,3,2011,3/2011,3,Tarpon,27.66,-82.68733333,9:06,2.25,20.9,32.8,Z,Z,Surface,2,88.9
TB,3/17/2011,3,2011,3/2011,5,DeSoto,27.64463333,-82.72221667,8:45,0.5,21,34,Z,Z,Surface,0.5,100
TB,4/12/2011,4,2011,4/2011,1,Indian,27.69983333,-82.69508333,11:46,2,26.5,32.9,Z,Z,Surface,1.75,87.5
TB,4/12/2011,4,2011,4/2011,3,Tarpon,27.66,-82.68733333,11:11,2.5,25.9,32.3,Z,Z,Surface,1.5,60
TB,4/12/2011,4,2011,4/2011,5,DeSoto,27.64463333,-82.72221667,10:38,1.4,25.3,33.7,Z,Z,Surface,1.4,100
TB,5/13/2011,5,2011,5/2011,1,Indian,27.69983333,-82.69508333,10:20,1.75,27.8,33,Z,Z,Surface,1.75,100
TB,5/13/2011,5,2011,5/2011,3,Tarpon,27.66,-82.68733333,10:03,2.75,28,33.4,Z,Z,Surface,2.5,90.9
TB,5/13/2011,5,2011,5/2011,5,DeSoto,27.64463333,-82.72221667,9:48,1.5,27.6,34,Z,Z,Surface,1.5,100
TB,6/16/2011,6,2011,6/2011,1,Indian,27.69983333,-82.69508333,9:49,2,29.3,35.1,Z,Z,Surface,1,50
TB,6/16/2011,6,2011,6/2011,3,Tarpon,27.66,-82.68733333,9:34,3,30,35.2,Z,Z,Surface,2,66.7
TB,6/16/2011,6,2011,6/2011,5,DeSoto,27.64463333,-82.72221667,9:13,1,29.7,35.7,Z,Z,Surface,1,100
TB,7/20/2011,7,2011,7/2011,1,Indian,27.69983333,-82.69508333,8:00,1.25,29.7,36.6,Z,Z,Surface,1,80
TB,7/20/2011,7,2011,7/2011,3,Tarpon,27.66,-82.68733333,8:07,2.75,30.4,34.8,Z,Z,Surface,1.75,63.6
TB,7/20/2011,7,2011,7/2011,5,DeSoto,27.64463333,-82.72221667,8:19,1,30.2,36,Z,Z,Surface,1,100
TB,8/15/2011,8,2011,8/2011,1,Indian,27.69983333,-82.69508333,14:24,1.75,31.8,33.7,Z,Z,Surface,1.5,85.7
TB,8/15/2011,8,2011,8/2011,3,Tarpon,27.66,-82.68733333,13:45,2.2,31.7,34.3,Z,Z,Surface,1.75,79.5
TB,8/15/2011,8,2011,8/2011,5,DeSoto,27.64463333,-82.72221667,12:06,1.2,31.3,35.1,Z,Z,Surface,1.2,100
TB,9/15/2011,9,2011,9/2011,1,Indian,27.69983333,-82.69508333,13:19,2,29.9,32.2,Z,Z,Surface,1.5,75
TB,9/15/2011,9,2011,9/2011,3,Tarpon,27.66,-82.68733333,12:49,1.8,29.4,32,Z,Z,Surface,1.5,83.3
TB,9/15/2011,9,2011,9/2011,5,DeSoto,27.64463333,-82.72221667,12:16,1,29.3,33.8,Z,Z,Surface,1,100
TB,10/20/2011,10,2011,10/2011,1,Indian,27.69983333,-82.69508333,8:52,1.75,21,31.7,Z,Z,Surface,1.75,100
TB,10/20/2011,10,2011,10/2011,3,Tarpon,27.66,-82.68733333,9:11,2.75,21.5,31.9,Z,Z,Surface,1.75,63.6
TB,10/20/2011,10,2011,10/2011,5,DeSoto,27.64463333,-82.72221667,9:26,0.8,21.1,33.3,Z,Z,Surface,0.8,100
TB,11/17/2011,11,2011,11/2011,1,Indian,27.69983333,-82.69508333,12:58,1.5,22.8,31.4,Z,Z,Surface,1.5,100
TB,11/17/2011,11,2011,11/2011,3,Tarpon,27.66,-82.68733333,12:30,2.1,22.8,31.2,Z,Z,Surface,2.1,100
TB,11/17/2011,11,2011,11/2011,5,DeSoto,27.64463333,-82.72221667,11:30,1,23.2,32.9,Z,Z,Surface,1,100
TB,12/15/2011,12,2011,12/2011,1,Indian,27.69983333,-82.69508333,14:36,1,20.8,31.7,Z,Z,Surface,0.5,50
TB,12/15/2011,12,2011,12/2011,3,Tarpon,27.66,-82.68733333,13:26,1.5,20,30.6,Z,Z,Surface,1.25,83.3
TB,12/15/2011,12,2011,12/2011,5,DeSoto,27.64463333,-82.72221667,12:20,0.75,19.8,32.1,Z,Z,Surface,0.75,100
TB,1/18/2012,1,2012,1/2012,1,Indian,27.69983333,-82.69508333,13:56,2.5,17.4,30.6,Z,Z,Surface,1.5,60
TB,1/18/2012,1,2012,1/2012,3,Tarpon,27.66,-82.68733333,13:05,3,17.3,30.5,Z,Z,Surface,2.5,83.3
TB,1/18/2012,1,2012,1/2012,5,DeSoto,27.64463333,-82.72221667,12:40,1,18,31.2,Z,Z,Surface,1,100
TB,2/22/2012,2,2012,2/2012,1,Indian,27.69983333,-82.69508333,15:05,1.5,21.2,31.6,Z,Z,Surface,0.5,33.3
TB,2/22/2012,2,2012,2/2012,3,Tarpon,27.66,-82.68733333,14:27,2.8,20.6,31.8,Z,Z,Surface,1.5,53.6
TB,2/22/2012,2,2012,2/2012,5,DeSoto,27.64463333,-82.72221667,12:38,1.7,21,32.3,Z,Z,Surface,1.7,100
TB,3/21/2012,3,2012,3/2012,1,Indian,27.69983333,-82.69508333,16:16,1.75,25.9,32,Z,Z,Surface,0.75,42.9
TB,3/21/2012,3,2012,3/2012,3,Tarpon,27.66,-82.68733333,15:10,3,24.5,32.8,Z,Z,Surface,1.75,58.3
TB,3/21/2012,3,2012,3/2012,5,DeSoto,27.64463333,-82.72221667,13:57,1.75,24.2,33.5,Z,Z,Surface,1.75,100
TB,4/20/2012,4,2012,4/2012,1,Indian,27.69983333,-82.69508333,10:07,1.5,25,29.9,Z,Z,Surface,1,66.7
TB,4/20/2012,4,2012,4/2012,3,Tarpon,27.66,-82.68733333,9:21,2.75,24.7,33.7,Z,Z,Surface,2,72.7
TB,4/20/2012,4,2012,4/2012,5,DeSoto,27.64463333,-82.72221667,8:22,2,24.6,34.3,Z,Z,Surface,2,100
TB,5/15/2012,5,2012,5/2012,1,Indian,27.69983333,-82.69508333,13:16,1.25,28.4,34.7,Z,Z,Surface,1,80
TB,5/15/2012,5,2012,5/2012,3,Tarpon,27.66,-82.68733333,12:46,2.75,27.3,35,Z,Z,Surface,2,72.7
TB,5/15/2012,5,2012,5/2012,5,DeSoto,27.64463333,-82.72221667,12:02,0.75,27.6,35.6,Z,Z,Surface,0.75,100
TB,6/19/2012,6,2012,6/2012,1,Indian,27.69983333,-82.69508333,14:48,1.75,28.5,33.7,Z,Z,Surface,1.5,85.7
TB,6/19/2012,6,2012,6/2012,3,Tarpon,27.66,-82.68733333,14:16,3,28.1,32.1,Z,Z,Surface,1.5,50
TB,6/19/2012,6,2012,6/2012,5,DeSoto,27.64463333,-82.72221667,13:28,1.75,28.2,34.4,Z,Z,Surface,1.5,85.7
TB,7/24/2012,7,2012,7/2012,1,Indian,27.69983333,-82.69508333,14:05,2,30.2,30,Z,Z,Surface,1.25,62.5
TB,7/24/2012,7,2012,7/2012,3,Tarpon,27.66,-82.68733333,13:37,3,29.7,29.4,Z,Z,Surface,1.5,50
TB,7/24/2012,7,2012,7/2012,5,DeSoto,27.64463333,-82.72221667,12:50,1,29.5,30.5,Z,Z,Surface,1,100
TB,8/15/2012,8,2012,8/2012,1,Indian,27.69983333,-82.69508333,14:12,2,32.5,30.5,Z,Z,Surface,1.25,62.5
TB,8/15/2012,8,2012,8/2012,3,Tarpon,27.66,-82.68733333,13:36,3.25,31.6,30.6,Z,Z,Surface,1.5,46.2
TB,8/15/2012,8,2012,8/2012,5,DeSoto,27.64463333,-82.72221667,12:43,3,32,33.3,Z,Z,Surface,2,66.7
TB,9/17/2012,9,2012,9/2012,1,Indian,27.69983333,-82.69508333,13:25,1.75,29.6,27.7,Z,Z,Surface,1.25,71.4
TB,9/17/2012,9,2012,9/2012,3,Tarpon,27.66,-82.68733333,12:51,3,28.3,28.1,Z,Z,Surface,1.25,41.7
TB,9/17/2012,9,2012,9/2012,5,DeSoto,27.64463333,-82.72221667,12:04,1,28.2,31.2,Z,Z,Surface,1,100
TB,10/18/2012,10,2012,10/2012,1,Indian,27.69983333,-82.69508333,14:09,1.25,27.9,29.4,Z,Z,Surface,1,80
TB,10/18/2012,10,2012,10/2012,3,Tarpon,27.66,-82.68733333,13:31,2.9,26.7,28.9,Z,Z,Surface,1.9,65.5
TB,10/18/2012,10,2012,10/2012,5,DeSoto,27.64463333,-82.72221667,12:41,2,26.5,30,Z,Z,Surface,2,100
TB,11/15/2012,11,2012,11/2012,1,Indian,27.69983333,-82.69508333,13:30,Z,21.4,30.6,Z,Z,Surface,Z,Z
TB,11/15/2012,11,2012,11/2012,3,Tarpon,27.66,-82.68733333,13:00,2.75,21.3,29.8,Z,Z,Surface,2,72.7
TB,11/15/2012,11,2012,11/2012,5,DeSoto,27.64463333,-82.72221667,12:13,2,21.1,31.7,Z,Z,Surface,2,100
TB,12/12/2012,12,2012,12/2012,1,Indian,27.69983333,-82.69508333,12:50,1.25,22.7,30.3,Z,Z,Surface,1.25,100
TB,12/12/2012,12,2012,12/2012,3,Tarpon,27.66,-82.68733333,12:35,2.75,22.5,30.5,Z,Z,Surface,2.75,100
