"Month","Year","MonYr","Depth_mean","Temp_mean","Sal_mean","Secchi_mean","Light_mean","Turbidity_mean","Depth_sd","Temp_sd","Sal_sd","Secchi_sd","Light_sd","Turbidity_sd"
7,2003,Jul 2003,1.6125,30.5,25.5,1.4,0.894736842105263,0.105263157894737,0.566237582645306,1.39044357430762,0.875595035770913,0.141421356237309,0.148864585512957,0.148864585512957
7,2004,Jul 2004,1.35,28,31.1,1.35,1,0,0.636396103067893,0,0.424264068711927,0.636396103067893,0,0
7,2005,Jul 2005,1.8125,30.15,28.75,1.25,0.778409090909091,0.221590909090909,0.718070330817254,0.695221787153807,0.885061203156783,0.204124145231932,0.300581965371072,0.300581965371072
7,2006,Jul 2006,1.5,30.4,34.55,1.5,1,0,0.707106781186548,0.282842712474621,0.212132034355967,0.707106781186548,0,0
7,2007,Jul 2007,2.08333333333333,30.2933333333333,33.5633333333333,1.41666666666667,0.695707070707071,0.304292929292929,0.629152869605896,0.0404145188432731,0.361155552820849,0.381881307912987,0.166681014074834,0.166681014074834
7,2008,Jul 2008,1.83333333333333,30.9,33.7666666666667,1,0.555555555555556,0.444444444444444,0.577350269189626,0.173205080756888,0.40414518843274,0.433012701892219,0.254587538608658,0.254587538608658
7,2009,Jul 2009,1.43333333333333,30.8333333333333,33.5333333333333,1.33333333333333,0.956521739130435,0.0434782608695652,0.757187779440036,0.152752523165195,0.680685928555403,0.585946527708232,0.0753065568508207,0.0753065568508207
7,2010,Jul 2010,1.83333333333333,30.8666666666667,33.4666666666667,1.63333333333333,0.916666666666667,0.0833333333333333,0.763762615825973,0.208166599946614,0.585946527708233,0.55075705472861,0.104083299973307,0.104083299973307
7,2011,Jul 2011,1.66666666666667,30.1,35.8,1.25,0.812121212121212,0.187878787878788,0.946484724300046,0.360555127546399,0.91651513899117,0.433012701892219,0.18212096001596,0.18212096001596
7,2012,Jul 2012,2,29.8,29.9666666666667,1.25,0.708333333333333,0.291666666666667,1,0.360555127546399,0.550757054728611,0.25,0.260208249933267,0.260208249933267
7,2013,Jul 2013,2,28.3666666666667,29.1333333333333,1.41666666666667,0.777777777777778,0.222222222222222,1,0.378593889720018,0.960902353693304,0.381881307912987,0.209717623201965,0.209717623201965
7,2014,Jul 2014,1.66666666666667,31.9,35.0666666666667,1.08333333333333,0.766666666666667,0.233333333333333,1.18145390656315,0.0999999999999996,0.152752523165197,0.381881307912987,0.251661147842358,0.251661147842358
7,2015,Jul 2015,1.8,29.8333333333333,36.5666666666667,1.21666666666667,0.75,0.25,0.818535277187245,0.152752523165195,0.702376916856848,0.301385688667085,0.25,0.25
7,2016,Jul 2016,1.83333333333333,32.0333333333333,33.2333333333333,1.5,0.866666666666667,0.133333333333333,0.577350269189626,0.404145188432738,1.76729548557488,0,0.23094010767585,0.23094010767585
7,2017,Jul 2017,1.2,31.1333333333333,32.8666666666667,1.06666666666667,0.915384615384615,0.0846153846153846,0.854400374531753,0.115470053837925,0.611010092660777,0.750555349946514,0.0780683966545555,0.0780683966545555
8,2002,Aug 2002,1.8125,30.075,33.875,1.5,0.839285714285714,0.160714285714286,0.239356776939085,1.53920975395385,1.13541475535007,0,0.118450885369836,0.118450885369836
8,2003,Aug 2003,1.65,27.95,25.5,1.35,0.857142857142857,0.142857142857143,0.636396103067893,0.212132034355965,0.707106781186548,0.212132034355964,0.202030508910442,0.202030508910442
8,2004,Aug 2004,1.125,29.15,29.7,1.05,0.916666666666667,0.0833333333333334,0.318198051533946,0.353553390593274,1.83847763108502,0.424264068711929,0.117851130197758,0.117851130197758
8,2005,Aug 2005,1.75,30.375,30.2,1.4875,0.883333333333333,0.116666666666667,0.556776436283002,1.55214904782584,0.496655480858377,0.225,0.145296631451356,0.145296631451356
8,2006,Aug 2006,2,30.45,32.75,1.75,0.9,0.1,0.707106781186548,0.212132034355965,0.212132034355962,0.353553390593274,0.141421356237309,0.141421356237309
8,2007,Aug 2007,1.83333333333333,31.0466666666667,32.9433333333333,1.66666666666667,0.933333333333333,0.0666666666666667,0.763762615825973,0.151437555888006,0.68966175284217,0.577350269189626,0.115470053837925,0.115470053837925
8,2008,Aug 2008,1.58333333333333,30.5233333333333,33.9966666666667,1.5,0.96969696969697,0.0303030303030303,1.12731243820572,1.37413002781154,0.604510821518797,1,0.0524863881081478,0.0524863881081478
8,2009,Aug 2009,1.75,28.91,32.78,1.58333333333333,0.933333333333333,0.0666666666666667,0.661437827766148,0.0500000000000007,1.34747912785319,0.381881307912987,0.115470053837925,0.115470053837925
8,2010,Aug 2010,1.83333333333333,29.1666666666667,30.5666666666667,1.25,0.762626262626263,0.237373737373737,0.80363756341608,0.0577350269189613,0.986576572463249,0,0.279517052566095,0.279517052566095
8,2011,Aug 2011,1.71666666666667,31.6,34.3666666666667,1.48333333333333,0.884199134199134,0.115800865800866,0.500832640043891,0.264575131106459,0.702376916856849,0.275378527364305,0.104922554009666,0.104922554009666
8,2012,Aug 2012,2.75,32.0333333333333,31.4666666666667,1.58333333333333,0.584401709401709,0.415598290598291,0.661437827766148,0.450924975282289,1.58850034099251,0.381881307912987,0.10842306504802,0.10842306504802
8,2013,Aug 2013,2.08333333333333,30.4333333333333,33.1666666666667,1.33333333333333,0.708333333333333,0.291666666666667,0.877971146071062,0.493288286231624,1.53079500042734,0.144337567297406,0.260208249933267,0.260208249933267
8,2014,Aug 2014,1.61666666666667,31.2666666666667,33.4333333333333,1.36666666666667,0.909090909090909,0.0909090909090909,1.00166528008778,0.404145188432738,1.68027775481714,0.583809329604566,0.157459164324443,0.157459164324443
8,2015,Aug 2015,1.16666666666667,31.0333333333333,27.5333333333333,1.1,0.948717948717949,0.0512820512820513,0.611010092660779,0.513160143944689,1.20138808606267,0.6,0.0888231183368655,0.0888231183368655
8,2016,Aug 2016,1.3,32.4,31.4333333333333,1.3,1,0,0.5,0.529150262212918,1.00166528008778,0.5,0,0
8,2017,Aug 2017,1.63333333333333,31.6,32.4,1.56666666666667,0.955555555555556,0.0444444444444444,0.152752523165195,0.264575131106459,0.346410161513772,0.251661147842358,0.0769800358919501,0.0769800358919501
9,2002,Sep 2002,1.875,29.5,29.35,1.75,0.944444444444444,0.0555555555555556,0.530330085889911,0.141421356237312,1.20208152801713,0.353553390593274,0.0785674201318387,0.0785674201318387
9,2003,Sep 2003,1.9,30.25,26.5,1.8,0.96,0.04,0.848528137423857,1.06066017177982,0.707106781186548,0.707106781186547,0.0565685424949239,0.0565685424949239
9,2004,Sep 2004,0.95,27.95,26.575,0.95,1,0,0.393700393700591,0.369684550213647,2.45,0.393700393700591,0,0
9,2005,Sep 2005,1.5,NA,NA,1.5,1,0,0.424264068711929,NA,NA,0.424264068711929,0,0
9,2006,Sep 2006,2,28.95,30.9,1.75,0.9,0.1,0.707106781186548,1.06066017177982,0.282842712474621,0.353553390593274,0.141421356237309,0.141421356237309
9,2007,Sep 2007,1.66666666666667,28.7966666666667,34.2233333333333,1.66666666666667,1,0,0.763762615825973,0.370045042303412,0.581406340981362,0.763762615825973,0,0
9,2008,Sep 2008,2.03333333333333,28.4933333333333,33.6866666666667,1.63333333333333,0.844155844155844,0.155844155844156,0.862167810425171,0.196044212700435,1.31667510545819,0.472581562625261,0.144617256177403,0.144617256177403
9,2009,Sep 2009,2.26666666666667,29.3333333333333,32.7666666666667,2,0.904761904761905,0.0952380952380952,0.4618802153517,0.152752523165195,1.24230967690562,0,0.164957219768465,0.164957219768465
9,2010,Sep 2010,1.86666666666667,28.6,30.1,1.2,0.75,0.25,1.00166528008778,0.264575131106459,1.50996688705415,0.0866025403784438,0.300462606288666,0.300462606288666
9,2011,Sep 2011,1.6,29.5333333333333,32.6666666666667,1.33333333333333,0.861111111111111,0.138888888888889,0.529150262212918,0.321455025366431,0.986576572463247,0.288675134594813,0.127293769304329,0.127293769304329
9,2012,Sep 2012,1.91666666666667,28.7,29,1.16666666666667,0.71031746031746,0.28968253968254,1.01036297108185,0.781024967590666,1.9157244060668,0.144337567297406,0.291686912157731,0.291686912157731
9,2013,Sep 2013,2.25,28.7666666666667,31.2333333333333,2,0.916666666666667,0.0833333333333333,0.661437827766148,0.378593889720018,1.45716619962629,0.25,0.144337567297406,0.144337567297406
9,2014,Sep 2014,1.5,29.7666666666667,32.7666666666667,1.16666666666667,0.866666666666667,0.133333333333333,0.866025403784439,0.503322295684717,1.76729548557487,0.288675134594813,0.23094010767585,0.23094010767585
9,2015,Sep 2015,1.25,28.4666666666667,28.4,1.08333333333333,0.916666666666667,0.0833333333333333,0.75,0.450924975282289,1.70880074906351,0.520416499866533,0.144337567297406,0.144337567297406
9,2016,Sep 2016,1.8,30.1333333333333,29.9333333333333,1.8,1,0,0.1,0.152752523165195,1.61658075373095,0.1,0,0
9,2017,Sep 2017,1.63333333333333,28.7333333333333,27.8,1.53333333333333,0.939950980392157,0.0600490196078431,0.0577350269189625,0.321455025366432,1.83303027798234,0.0577350269189626,0.0588618135221707,0.0588618135221707
10,2002,Oct 2002,1.25,28.4,29.75,1.125,0.916666666666667,0.0833333333333333,0.353553390593274,0,1.90918830920368,0.176776695296637,0.117851130197758,0.117851130197758
10,2003,Oct 2003,1.375,25.7,28.175,1.375,1,0,0.595119035711904,0.503322295684716,1.95,0.595119035711904,0,0
10,2004,Oct 2004,1.625,26.55,29.05,1.125,0.702380952380952,0.297619047619048,0.176776695296637,0.353553390593274,1.06066017177982,0.176776695296637,0.185194633167905,0.185194633167905
10,2005,Oct 2005,1.65,23.725,31.55,1.65,1,0,0.3,5.0519798099359,1.56737572606783,0.3,0,0
10,2006,Oct 2006,1.525,27.445,30.25,1.525,1,0,0.666458300771073,0.0636396103067892,0.353553390593274,0.666458300771073,0,0
10,2007,Oct 2007,1.7,24.3966666666667,31.8,1.4,0.833333333333333,0.166666666666667,0.62449979983984,0.0702376916856851,1.18882294728862,0.529150262212918,0.166666666666667,0.166666666666667
10,2008,Oct 2008,1.91666666666667,23.6166666666667,33.4633333333333,1.5,0.825757575757576,0.174242424242424,0.877971146071062,0.164418166068513,0.42442117446392,0.5,0.15132563905635,0.15132563905635
10,2009,Oct 2009,1.46666666666667,20.3333333333333,34.9333333333333,1.3,0.933333333333333,0.0666666666666667,1.00166528008778,1.00664459136943,1.12398102000582,0.754983443527075,0.115470053837925,0.115470053837925
10,2010,Oct 2010,1.31666666666667,25.6333333333333,31.2,1.15,0.925925925925926,0.0740740740740741,0.822090830342568,0.251661147842358,0.98488578017961,0.540832691319598,0.128300059819917,0.128300059819917
10,2011,Oct 2011,1.76666666666667,21.2,32.3,1.43333333333333,0.878787878787879,0.121212121212121,0.975106831754005,0.264575131106459,0.871779788708134,0.548482755730144,0.209945552432591,0.209945552432591
10,2012,Oct 2012,2.05,27.0333333333333,29.4333333333333,1.63333333333333,0.818390804597701,0.181609195402299,0.826135582092915,0.757187779440036,0.550757054728611,0.55075705472861,0.173147862599085,0.173147862599085
10,2013,Oct 2013,2,26.9,33.1333333333333,1.83333333333333,0.948717948717949,0.0512820512820513,1.14564392373896,0.6557438524302,0.83266639978645,0.877971146071062,0.0888231183368655,0.0888231183368655
10,2014,Oct 2014,1.83333333333333,26.7666666666667,28.5333333333333,1.5,0.888888888888889,0.111111111111111,1.04083299973307,0.115470053837925,0.47258156262526,0.5,0.192450089729875,0.192450089729875
10,2015,Oct 2015,2.1,24.4,30.7666666666667,2.1,1,0,0.6557438524302,0.0999999999999996,0.901849950564579,0.6557438524302,0,0
10,2016,Oct 2016,1.28333333333333,25.7666666666667,30.4666666666667,1.28333333333333,1,0,0.860716755578357,0.152752523165193,1.60104132780305,0.860716755578357,0,0
10,2017,Oct 2017,1.96666666666667,19.2,30.5333333333333,0.766666666666667,0.391889483065954,0.608110516934046,0.251661147842358,0.818535277187246,0.665832811847939,0.288675134594813,0.142680654828533,0.142680654828533
11,2002,Nov 2002,1.2625,21.425,25.2333333333333,1.1375,0.91875,0.08125,0.573548893585659,4.48432454965814,3.36501609703926,0.478495907331853,0.0986893273527251,0.0986893273527251
11,2003,Nov 2003,1.85,22.1,30.4,1.65,0.887878787878788,0.112121212121212,0.494974746830583,0,0.141421356237309,0.494974746830583,0.0299984695048838,0.0299984695048838
11,2004,Nov 2004,1.5,22.55,30.95,1,0.666666666666667,0.333333333333333,0,0.636396103067892,0.212132034355965,0,0,0
11,2005,Nov 2005,1.2,22.4,32.4,1.2,1,0,0.848528137423857,0,0.282842712474618,0.848528137423857,0,0
11,2006,Nov 2006,1.625,20.5,30.15,1.625,1,0,0.530330085889911,0.282842712474618,0.0707106781186533,0.530330085889911,0,0
11,2007,Nov 2007,1.5,15.75,33.58,1.5,1,0,NA,NA,NA,NA,NA,NA
11,2008,Nov 2008,1.23333333333333,15.5033333333333,34.0166666666667,1.15,0.958333333333333,0.0416666666666667,0.750555349946514,0.727484249543132,0.106926766215637,0.626498204307083,0.0721687836487032,0.0721687836487032
11,2009,Nov 2009,1.9,21.8333333333333,32.8333333333333,1.76666666666667,0.943701226309922,0.056298773690078,0.964365076099295,0.152752523165195,0.55075705472861,0.87368949480541,0.0670218870891674,0.0670218870891674
11,2010,Nov 2010,1.41666666666667,19.4666666666667,33.0333333333333,1.33333333333333,0.962962962962963,0.0370370370370371,0.763762615825973,0.568624070307733,0.305505046330387,0.629152869605896,0.0641500299099585,0.0641500299099585
11,2011,Nov 2011,1.53333333333333,22.9333333333333,31.8333333333333,1.53333333333333,1,0,0.55075705472861,0.230940107675849,0.929157324317757,0.55075705472861,0,0
11,2012,Nov 2012,2.375,21.2666666666667,30.7,2,0.863636363636364,0.136363636363636,0.530330085889911,0.152752523165193,0.953939201416945,0,0.192847303959967,0.192847303959967
11,2013,Nov 2013,1.8,22.9666666666667,33.1666666666667,1.63333333333333,0.944444444444444,0.0555555555555555,1.113552872566,0.0577350269189634,0.850490054811536,0.850490054811538,0.0962250448649376,0.0962250448649376
11,2014,Nov 2014,2.33333333333333,21.0333333333333,31.6333333333333,2.33333333333333,1,0,1.89296944860009,0.152752523165195,0.838649708360609,1.89296944860009,0,0
11,2016,Nov 2016,1.76666666666667,22.2,32.1333333333333,1.76666666666667,1,0,0.115470053837925,0.264575131106459,0.321455025366432,0.115470053837925,0,0
11,2017,Nov 2017,1.66666666666667,20.5,29.8666666666667,1.4,0.878632478632479,0.121367521367521,0.862167810425171,0.199999999999999,1.32790561913614,0.556776436283002,0.115849017947743,0.115849017947743
12,2002,Dec 2002,1.35,17.9,26.7,1,0.711764705882353,0.288235294117647,0.494974746830583,0.424264068711927,0.141421356237309,0.565685424949238,0.158059162853464,0.158059162853464
12,2003,Dec 2003,1.65,16.2,30.45,1,0.611111111111111,0.388888888888889,0.212132034355964,0.424264068711928,0.212132034355965,0,0.0785674201318386,0.0785674201318386
12,2004,Dec 2004,0.5,21.75,30.1,0.5,1,0,0,0.0707106781186558,0.424264068711927,0,0,0
12,2005,Dec 2005,1.5,16.9,31.6,1.5,1,0,0,0.282842712474621,0.424264068711927,0,0,0
12,2006,Dec 2006,1.15,19.5,31.4,1.15,1,0,0.212132034355964,0.141421356237312,0.424264068711927,0.212132034355964,0,0
12,2007,Dec 2007,1.5,17.3333333333333,36.3333333333333,1.5,1,0,1,1.30511813003013,0.416333199893224,1,0,0
12,2008,Dec 2008,1.9,19.4333333333333,28.3666666666667,1.46666666666667,0.818342151675485,0.181657848324515,0.916515138991168,0.351188458428424,0.305505046330388,0.55075705472861,0.157875417654565,0.157875417654565
12,2009,Dec 2009,1.25,20.7333333333333,33.0666666666667,1.25,1,0,0.901387818865997,0.461880215351701,0.450924975282289,0.901387818865997,0,0
12,2010,Dec 2010,1.25,9.96666666666667,32.8333333333333,0.916666666666667,0.833333333333333,0.166666666666667,0.661437827766148,0.513160143944688,0.351188458428426,0.144337567297406,0.288675134594813,0.288675134594813
12,2011,Dec 2011,1.08333333333333,20.2,31.4666666666667,0.833333333333333,0.777777777777778,0.222222222222222,0.381881307912987,0.529150262212918,0.776745346515403,0.381881307912987,0.254587538608658,0.254587538608658
12,2012,Dec 2012,1.56666666666667,22.3,30.9666666666667,1.56666666666667,1,0,1.0610529361598,0.529150262212918,0.98657657246325,1.0610529361598,0,0
12,2013,Dec 2013,1.83333333333333,18.5333333333333,32.8333333333333,1.83333333333333,1,0,0.629152869605896,0.503322295684717,0.750555349946514,0.629152869605896,0,0
12,2014,Dec 2014,1.58333333333333,16.7666666666667,31.5333333333333,1.58333333333333,1,0,1.01036297108185,0.208166599946613,1.85562208796224,1.01036297108185,0,0
12,2015,Dec 2015,1.41666666666667,22.6666666666667,31.45,1.41666666666667,1,0,0.337144874893074,0.585377371160404,2.56963032360688,0.337144874893074,0,0
12,2016,Dec 2016,1.06666666666667,21.1666666666667,32.3666666666667,1.06666666666667,1,0,0.321455025366432,0.152752523165195,0.513160143944687,0.321455025366432,0,0
12,2017,Dec 2017,1.6,20,31.7666666666667,1.41666666666667,0.881944444444444,0.118055555555556,0.4,0,1.00166528008778,0.381881307912987,0.0524294058004913,0.0524294058004913
